70.000000 344.626 52.609 3145.467 0.660 3.983 0.669
80.000000 396.424 30.466 3144.582 0.407 5.259 0.367
90.000000 384.884 26.672 3144.096 0.365 5.277 0.341
100.000000 305.004 25.296 3143.716 0.412 4.925 0.381
110.000000 383.829 22.621 3144.199 0.271 4.458 0.246
120.000000 399.476 22.815 3143.744 0.311 5.375 0.263
130.000000 425.555 22.424 3143.943 0.289 5.577 0.275
140.000000 402.787 26.785 3144.211 0.379 5.551 0.350
150.000000 530.084 30.956 3145.186 0.342 5.896 0.299
160.000000 553.386 44.916 3145.948 0.472 6.158 0.472
